track_name,track_artist,track_popularity,track_album_release_date,danceability,energy,acousticness,liveness
Down 4 Whateva,Nuttin' Nyce,24,1993,0.688,0.719,0.0363,0.297
One Track Mind,Tbtbt,0,1996,0.795,0.8,0.00126,0.0382
Honey Dip - Radio Edit,Portrait,22,1/1/00,0.683,0.527,0.13,0.355
Something About You,All-4-One,18,1/1/94,0.783,0.659,0.0954,0.141
Give U My Heart (feat. Toni Braxton) - Album Radio Edit,Babyface,22,12/2/07,0.704,0.839,0.00493,0.0566
Giving You The Benefit,Pebbles,25,1/1/07,0.733,0.799,0.0708,0.214
Don't Wanna Love You,Shanice,24,30/6/92,0.706,0.71,0.014,0.0886
Something In Common,Whitney Houston,0,25/8/92,0.782,0.751,0.0791,0.0769
I'm Overjoyed,Nona Gaye,13,14/3/17,0.723,0.768,0.0889,0.0305
The Right Kind of Love,Jeremy Jordan,31,1993,0.717,0.634,0.115,0.0782
I Adore U,Caron Wheeler,7,10/6/98,0.665,0.796,0.0412,0.357
Give Him a Love He Can Feel,Tene' Williams,4,21/11/14,0.824,0.683,0.0144,0.0685
Shame,Zhané,23,8/11/94,0.778,0.784,0.126,0.168
Summertime,DJ Jazzy Jeff & The Fresh Prince,44,31/1/03,0.671,0.672,0.0308,0.37
Turn It Up,Raja-Nee',21,8/11/94,0.719,0.784,0.102,0.142
Gotta Get Yo' Groove On,Tevin Campbell,23,8/11/94,0.85,0.674,0.0517,0.151
I Wanna Love Like That,Tony Thompson,33,23/6/95,0.803,0.557,0.151,0.0428
My Cherie Amour,Tony Thompson,19,23/6/95,0.698,0.664,0.0111,0.183
What's Goin' On,Tony Thompson,15,23/6/95,0.503,0.578,0.556,0.0961
Lovely Thang,Kut Klose,26,21/2/95,0.741,0.737,0.0707,0.0718
Let Me Love You,Lalah Hathaway,17,1/1/94,0.793,0.762,0.0113,0.032
Emotions,Mariah Carey,63,17/9/91,0.741,0.752,0.0411,0.0233
Make It Happen,Mariah Carey,46,17/9/91,0.811,0.53,0.0067,0.0801
Dreamlover,Mariah Carey,57,4/8/93,0.701,0.705,0.18,0.141
Hey Love (Can I Have A Word),R. Kelly,23,13/1/92,0.763,0.667,0.0387,0.0556
Back & Forth,Aaliyah,40,24/5/94,0.704,0.724,0.0747,0.125
I Love Your Smile,Shanice,59,1/1/91,0.722,0.842,0.00955,0.178
Rump Shaker,Wreckx-N-Effect,53,1/1/92,0.888,0.822,0.0025,0.303
I'll Be Good To You,Bobby Brown,0,20/6/88,0.79,0.64,0.126,0.131
"Yo, Baby, Yo! - With Rap",Ralph Tresvant,0,27/11/90,0.79,0.766,0.0203,0.061
Rub You The Right Way,Johnny Gill,12,1/1/11,0.576,0.97,0.00456,0.0656
Get Me Home,Foxy Brown,0,27/5/14,0.777,0.474,0.105,0.155
"Why You Get Funky On Me - From ""House Party"" Soundtrack",Today,35,9/3/90,0.721,0.62,0.042,0.0407
Motownphilly - Original Version,Boyz II Men,54,7/10/03,0.746,0.852,0.0146,0.26
"I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte) - Remix",Brandy,9,5/4/05,0.893,0.433,0.33,0.395
Take Me There - Remix,Blackstreet,29,23/3/99,0.773,0.714,0.0854,0.367
Do This My Way,Kid 'N Play,30,1988,0.893,0.571,0.012,0.201
If I Ever Fall In Love,Shai,1,1/1/92,0.402,0.205,0.758,0.147
Sweet Lady,Tyrese,59,31/8/98,0.588,0.522,0.233,0.24
U Know What's Up,Donell Jones,0,1/7/10,0.804,0.654,0.103,0.0759
All My Love - Remastered,Queen Pen,10,2/5/05,0.83,0.783,0.0414,0.235
Dancehall Queen (feat. Chevelle Franklyn),Beenie Man,46,2005,0.837,0.859,0.00288,0.112
I Got A Man,Positive K,0,1/1/92,0.808,0.749,0.0772,0.342
Sunshine - Re-Recorded,Lil' Flip,10,1/1/11,0.867,0.432,0.0119,0.069
Baby I'm Yours - Re-Recorded,Shai,7,1/1/11,0.708,0.602,0.329,0.128
Knockin' Boots,Candyman,1,21/6/13,0.94,0.662,0.0954,0.376
Get It on Tonite - Remastered,Montell Jordan,6,2/5/05,0.815,0.483,0.25,0.0841
Alright - Remastered,Janet Jackson,4,2/5/05,0.668,0.89,0.0983,0.565
Wifey,Next,53,5/4/04,0.829,0.652,0.067,0.0812
"Bump, Bump, Bump",B2K,65,2004,0.833,0.681,0.0956,0.0414
Don't Wanna Be a Player,Joe,38,14/10/08,0.769,0.534,0.522,0.057
All The Things (Your Man Won't Do),Joe,38,14/10/08,0.617,0.678,0.263,0.323
I Wanna Know,Joe,58,14/10/08,0.724,0.485,0.256,0.416
Good Girls,Joe,29,14/10/08,0.698,0.515,0.286,0.116
Stutter - Double Take Remix,Joe,41,14/10/08,0.764,0.732,0.0544,0.31
Let Me Love You,Mario,77,21/9/04,0.656,0.578,0.235,0.118
Whatever It Takes,Basic Black,17,1990,0.712,0.86,0.013,0.252
Nothing but a Pary,Basic Black,18,1990,0.71,0.817,5.31E-04,0.168
Misunderstanding - Remastered,Al B. Sure!,16,19/4/05,0.742,0.708,0.0215,0.064
Good Enough,Bobby Brown,0,25/8/92,0.651,0.746,0.00584,0.034
Humpin' Around - Video Edit,Bobby Brown,0,1/1/06,0.702,0.89,0.00462,0.0968
My Part of Town,Tuff Crew,15,23/7/13,0.911,0.913,0.186,0.501
Doo Doo Brown,2 Hyped Brothers & A Dog,26,1/3/91,0.906,0.382,0.0782,0.113
I Wanna Rock,Luke,0,1/10/97,0.813,0.863,0.0285,0.416
Helluva - Radio Mix,Brotherhood Creed,34,6/3/12,0.804,0.864,0.0658,0.0609
Come Baby Come,K7,4,30/11/04,0.832,0.726,0.0283,0.0468
Oochie Coochie,Mc Brains,0,17/5/11,0.841,0.911,0.0301,0.351
Do Me!,Bell Biv DeVoe,0,1/1/12,0.707,0.771,0.157,0.113
That's My Attitude,Troop,22,20/10/89,0.817,0.504,0.169,0.0292
I'm Not Soupped,Troop,22,20/10/89,0.814,0.7,0.00135,0.24
Papa Was A Rolling Stone,Was (Not Was),31,1/1/04,0.821,0.79,0.0883,0.0552
U Can't Touch This,MC Hammer,0,1/1/10,0.844,0.755,0.00355,0.298
Summertime - Single Edit,DJ Jazzy Jeff & The Fresh Prince,45,6/6/06,0.614,0.752,0.00328,0.379
Where My Girls At,702,3,1/1/99,0.701,0.73,0.0334,0.232
Doin' It,LL Cool J,44,21/11/95,0.808,0.535,0.381,0.111
Case Of The Ex (Whatcha Gonna Do),Mýa,53,2000,0.772,0.686,0.0555,0.0725
Thong Song,Sisqo,7,1/1/99,0.706,0.888,0.119,0.07
Tell Me,Dru Hill,37,19/11/96,0.735,0.301,0.203,0.125
Loungin (Who Do Ya Luv) - Remix,LL Cool J,1,20/11/95,0.817,0.584,0.444,0.205
Satisfy You,Diddy,52,24/8/99,0.764,0.594,0.591,0.145
Try Again,Aaliyah,53,2002,0.797,0.622,0.0807,0.0841
How Deep Is Your Love - Single Version,Dru Hill,0,11/10/05,0.597,0.629,0.0228,0.327
Got To Get It,Sisqo,0,1/1/99,0.761,0.782,0.139,0.0648
Too Close - Remastered,Next,4,2/5/05,0.831,0.436,0.0103,0.104
Mr. Loverman (feat. Chevelle Franklin) - Radio Mix,Shabba Ranks,26,10/12/10,0.67,0.716,0.0285,0.128
Always On Time,Ja Rule,6,29/10/01,0.838,0.705,0.195,0.336
Red Light Special - Radio Edit,TLC,18,6/2/15,0.531,0.479,0.203,0.155
Nobody (feat. Athena Cage),Keith Sweat,62,1996,0.699,0.492,0.484,0.0482
Twisted,Keith Sweat,63,1996,0.615,0.514,0.393,0.248
Right Here - Human Nature Radio Mix,SWV,39,6/11/01,0.613,0.728,0.0194,0.0929
Same Ol' G,Ginuwine,47,16/3/99,0.833,0.338,0.0375,0.0459
Get up on It (feat. Kut Klose),Keith Sweat,30,13/1/04,0.664,0.56,0.0415,0.134
No Scrubs,TLC,3,20/8/07,0.799,0.624,0.049,0.0542
You Don't Know,702,0,1/1/99,0.821,0.438,0.264,0.0715
I Don't Ever Want to See You Again,Uncle Sam,47,29/4/97,0.607,0.497,0.38,0.0681
Freek'n You,Jodeci,1,18/7/95,0.709,0.52,0.0682,0.0623
Teddy's Jam 2,Guy,0,13/11/90,0.733,0.618,0.00121,0.236
Fantastic Voyage,Coolio,0,19/7/94,0.889,0.768,0.128,0.0769
Rub You The Right Way,Johnny Gill,46,1/1/90,0.66,0.873,0.0152,0.331
The Humpty Dance,Digital Underground,5,1990,0.813,0.693,0.0341,0.121
Is It Good To You,Teddy Riley,39,31/12/91,0.774,0.81,0.0677,0.0269
Let's Get Down,Tony! Toni! Toné!,40,1/1/97,0.91,0.661,0.0445,0.237
Motownphilly,Boyz II Men,1,1/1/09,0.707,0.942,0.0057,0.177
Do The Right Thing,Redhead Kingpin,28,16/6/08,0.806,0.786,0.202,0.436
I Like the Way (The Kissing Game),Hi-Five,32,26/9/14,0.724,0.613,0.0515,0.0353
"Motownphilly - 12"" Dub",Boyz II Men,15,1/1/09,0.717,0.91,0.00427,0.347
Under Pressure - Groovy Remix,Boyz II Men,15,1/1/09,0.749,0.845,6.07E-04,0.269
Groove Me,Guy,48,1/1/88,0.8,0.624,0.0217,0.496
I Like Your Style,Bubba,0,14/5/05,0.822,0.635,0.275,0.0638
Dope! (aka: She's Dope!),Bell Biv DeVoe,12,1/1/00,0.758,0.785,0.00723,0.267
That's The Way Love Is,Bobby Brown,0,1/1/92,0.706,0.886,0.0797,0.0509
Candy Rain,Soul For Real,59,1995,0.59,0.699,0.00389,0.0577
Hey Mr. D.J.,Zhané,28,1/1/94,0.865,0.56,0.0231,0.0833
Poison,Bell Biv DeVoe,66,1/1/90,0.84,0.56,0.00195,0.633
Remember the Time,Michael Jackson,69,13/11/91,0.831,0.921,0.153,0.305
Do Me!,Bell Biv DeVoe,48,1/1/90,0.716,0.772,0.134,0.35
Around The Way Girl,LL Cool J,53,27/8/90,0.62,0.445,0.00273,0.333
Now That We Found Love,Heavy D & The Boyz,57,1/1/91,0.744,0.697,0.039,0.171
B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,41,1/1/90,0.748,0.799,0.00348,0.103
New Jack Swing,Wreckx-N-Effect,0,17/5/11,0.808,0.692,0.0208,0.218
If I Had No Loot,Tony! Toni! Toné!,46,1/1/93,0.873,0.721,0.113,0.27
Back To Life,Soul II Soul,59,1/1/89,0.817,0.485,0.0525,0.0391
If,Janet Jackson,52,18/5/93,0.653,0.976,0.0374,0.561
Playground,Another Bad Creation,35,1991,0.788,0.774,0.101,0.94
Wanna Get With U,Guy,0,13/11/90,0.8,0.718,0.0124,0.0478
Alright,Janet Jackson,38,19/9/89,0.667,0.893,0.1,0.549
Rub You The Right Way - Radio Edit,Johnny Gill,29,1/1/02,0.675,0.983,0.0312,0.191
My Fantasy,Teddy Riley,0,1/1/02,0.698,0.977,0.265,0.078
Rhythm Nation,Janet Jackson,50,19/9/89,0.633,0.931,0.0504,0.375
Ain't My Type Of Hype,Full Force,40,28/6/89,0.826,0.709,0.0594,0.316
Jam,Michael Jackson,58,13/11/91,0.884,0.96,0.0487,0.271
Get Away,Bobby Brown,0,1/1/92,0.826,0.771,0.0289,0.0361
Humpin' Around,Bobby Brown,11,21/12/93,0.82,0.85,0.0138,0.107
That's The Way Love Is,Bobby Brown,8,21/12/93,0.702,0.897,0.00216,0.342
Two Can Play That Game,Bobby Brown,0,1/1/92,0.732,0.848,0.135,0.273
Every Little Step - Remix,Bobby Brown,32,26/10/89,0.676,0.758,2.18E-04,0.0291
Every Little Step - Uptown Mix,Bobby Brown,0,20/6/88,0.714,0.782,0.00124,0.244
"Ronnie, Bobby, Ricky, MIke, Ralph And Johnny (Word To The Mutha)!",Bell Biv DeVoe,19,1/1/90,0.724,0.939,0.00414,0.289
Crucial - Dance Remix,New Edition,0,20/6/88,0.737,0.791,0.0446,0.24
The Floor,Johnny Gill,13,1/1/93,0.796,0.838,0.00245,0.157
Rub You The Right Way - J.G. Classic,Johnny Gill,0,17/4/90,0.68,0.961,0.0146,0.0527
Graveyard,Ralph Tresvant,8,1/1/93,0.732,0.765,0.0145,0.0439
You'll Remember Me,Ralph Tresvant,11,1/1/93,0.702,0.733,0.00164,0.514
Stone Cold Gentleman - Radio Version,Ralph Tresvant,0,27/11/90,0.798,0.747,0.00178,0.0742
Stone Cold Gentleman - Extended Club Mix,Ralph Tresvant,0,27/11/90,0.814,0.771,6.66E-04,0.0504
She's All That,Tevin Campbell,17,1991,0.767,0.774,0.0272,0.293
Nobody Does It Betta - Single Edit,Mint Condition,13,1/1/06,0.73,0.782,0.0391,0.227
Keep On Walkin',CeCe Peniston,27,1/1/01,0.775,0.832,0.00256,0.178
I'm In The Mood - East 87th Street Mix,CeCe Peniston,9,1/1/01,0.742,0.83,0.122,0.213
Live and Learn,Joe Public,0,1/3/04,0.738,0.964,0.0893,0.255
Honey Dip,Portrait,23,1/1/92,0.609,0.715,0.0187,0.341
Down Wit Dat?,Portrait,8,1/1/92,0.578,0.861,8.68E-04,0.126
Here We Go Again! - Extended,Portrait,13,1/1/92,0.67,0.679,1.05E-04,0.0643
Lady,D'Angelo,8,3/7/95,0.815,0.364,0.14,0.121
Cry For You,Jodeci,51,21/12/93,0.65,0.496,0.305,0.33
Only You-Bad Boy Remix (feat. The Notorious B.I.G. & Mase),112,60,27/8/96,0.764,0.525,0.0296,0.0993
If I Ever Fall In Love,Shai,56,1/1/92,0.402,0.205,0.758,0.147
When Will I See You Smile Again?,Bell Biv DeVoe,28,1/1/02,0.719,0.534,0.0358,0.0762
Cupid,112,0,1/1/00,0.683,0.384,0.374,0.034
Love Me (feat. Mase),112,41,1998,0.654,0.817,0.124,0.156
Anywhere,112,53,1998,0.592,0.499,0.174,0.122
Don't Be Afraid,Aaron Hall,19,1/1/07,0.838,0.917,0.0493,0.315
Don't Be Afraid - Sex You Down Some Mo' Version,Aaron Hall,36,1/1/93,0.507,0.709,0.133,0.447
Nights Like This,After 7,35,1/1/97,0.707,0.644,0.174,0.069
'Til You Do Me Right,After 7,39,1/1/97,0.612,0.542,0.0781,0.0763
Last Night,Az Yet,47,17/10/96,0.555,0.543,0.428,0.105
I Care About You,Babyface,0,1/1/06,0.478,0.59,0.0911,0.969
"Every Time I Close My Eyes (with Mariah Carey, Kenny G & Sheila E.)",Babyface,61,29/10/96,0.655,0.417,0.0624,0.0965
"This Is for the Lover In You (feat. LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels)",Babyface,46,29/10/96,0.887,0.416,0.0295,0.066
Never Keeping Secrets,Babyface,28,10/6/03,0.69,0.651,0.0969,0.0969
For The Cool In You,Babyface,40,24/8/93,0.668,0.77,0.142,0.0585
When Can I See You,Babyface,0,19/8/08,0.795,0.553,0.247,0.18
Someone To Love,Bad Boys The Original Motion Picture Soundtrack,0,12/10/12,0.661,0.384,0.0562,0.0867
Girls Dem Sugar,Beenie Man,53,1/1/00,0.603,0.782,0.118,0.363
Do Me!,Bell Biv DeVoe,29,1/1/02,0.722,0.867,0.135,0.13
Poison,Bell Biv DeVoe,1,1/1/05,0.845,0.664,0.00615,0.503
When Will I See You Smile Again?,Bell Biv DeVoe,0,1/1/05,0.66,0.61,0.0569,0.0869
Tonight's The Night,Blackstreet,16,21/6/94,0.577,0.566,0.135,0.122
No Diggity,Blackstreet,46,1/1/03,0.865,0.65,0.324,0.133
Don't Leave Me,Blackstreet,36,1/1/03,0.791,0.585,0.0817,0.0775
808,Blaque,41,28/5/99,0.867,0.42,0.00328,0.0887
Bring It All to Me - Single Version,Blaque,18,1995,0.69,0.528,0.0349,0.0547
Humpin' Around,Bobby Brown,0,1/1/92,0.723,0.797,0.00246,0.0476
Feelin' Inside,Bobby Brown,22,1/1/97,0.684,0.673,0.147,0.132
End Of The Road,Boyz II Men,46,7/10/03,0.64,0.421,0.067,0.0614
A Song For Mama,Boyz II Men,31,7/10/03,0.571,0.434,0.452,0.118
I'll Make Love To You,Boyz II Men,19,30/10/01,0.566,0.503,0.131,0.0876
On Bended Knee,Boyz II Men,0,1/1/07,0.636,0.459,0.392,0.113
Baby,Brandy,47,1994,0.807,0.651,0.0236,0.174
Best Friend,Brandy,45,1994,0.696,0.49,0.155,0.0563
Brokenhearted,Brandy,38,1994,0.635,0.33,0.317,0.0765
One Last Cry,Brian McKnight,19,5/11/02,0.363,0.176,0.906,0.13
You Should Be Mine (Don't Waste Your Time),Brian McKnight,14,5/11/02,0.771,0.625,0.00397,0.271
Anytime,Brian McKnight,0,1/1/00,0.739,0.452,0.0183,0.041
Emotional,Carl Thomas,47,18/4/00,0.548,0.542,0.544,0.148
I Wish,Carl Thomas,52,18/4/00,0.736,0.666,0.0593,0.107
Summer Rain,Carl Thomas,52,18/4/00,0.667,0.627,0.0972,0.111
Faded Pictures - From The Rush Hour Soundtrack,Case,50,27/5/14,0.708,0.511,0.106,0.235
Missing You,Case,52,1/1/01,0.612,0.579,0.285,0.0556
Happily Ever After,Case,55,1/1/99,0.747,0.609,0.138,0.105
Faded Pictures,Case,58,1/1/99,0.705,0.511,0.125,0.153
Chante's Got A Man,Chanté Moore,30,1/1/04,0.747,0.62,0.177,0.0535
Iggin' Me,Chico DeBarge,0,18/11/97,0.817,0.478,0.315,0.294
No Guarantee - Remix Version,Chico DeBarge,0,18/11/97,0.22,0.0286,0.943,0.218
No Guarantee - Remix Version,Chico DeBarge,34,18/11/97,0.851,0.75,0.0646,0.261
Outro,Chico DeBarge,0,18/11/97,0.848,0.748,0.0797,0.285
I Wanna Sex You Up - Single Mix,Color Me Badd,58,5/3/91,0.551,0.591,0.00549,0.0416
Brown Sugar,D'Angelo,4,3/7/95,0.718,0.486,0.53,0.102
Me And Those Dreamin' Eyes Of Mine,D'Angelo,0,3/7/95,0.511,0.402,0.702,0.11
Cruisin' - Carl Mackintosh Mix,D'Angelo,2,3/7/95,0.407,0.525,0.381,0.0816
"Hopeless (From the New Line Cinema Film, ""Love Jones"")",Dionne Farris,32,11/3/97,0.744,0.385,0.589,0.111
U Know What's Up,Donell Jones,48,25/9/07,0.822,0.482,0.0615,0.0612
Where I Wanna Be,Donell Jones,34,25/9/07,0.656,0.388,0.536,0.305
Shorty (Got Her Eyes on Me),Donell Jones,26,25/9/07,0.654,0.555,0.107,0.358
Knocks Me Off My Feet,Donell Jones,56,4/6/96,0.469,0.594,0.0663,0.0806
Never Make A Promise - Radio Edit,Dru Hill,19,13/3/06,0.699,0.506,0.336,0.168
5 Steps,Dru Hill,43,1/1/96,0.396,0.403,0.478,0.141
How Deep Is Your Love,Dru Hill,55,1/1/98,0.728,0.435,0.0479,0.314
These Are The Times,Dru Hill,51,1/1/98,0.718,0.477,0.105,0.0964
In My Bed - So So Def Mix,Dru Hill,22,1/1/05,0.828,0.641,0.101,0.068
Hold On,En Vogue,31,21/8/01,0.727,0.528,0.077,0.344
Free Your Mind,En Vogue,37,21/8/01,0.765,0.831,0.0894,0.393
My Lovin' (You're Never Gonna Get It),En Vogue,43,21/8/01,0.767,0.839,0.0318,0.111
Don't Let Go (Love),En Vogue,47,21/8/01,0.618,0.688,0.409,0.3
Giving Him Something He Can Feel,En Vogue,32,21/8/01,0.496,0.298,0.306,0.0875
Don't Go,En Vogue,18,21/8/01,0.68,0.636,0.187,0.052
On & On,Erykah Badu,67,1/1/97,0.762,0.403,0.0396,0.256
Other Side Of The Game,Erykah Badu,57,1/1/97,0.657,0.253,0.433,0.116
Next Lifetime,Erykah Badu,59,1/1/97,0.643,0.413,0.129,0.095
Tears,Force M.D.'s,0,22/8/06,0.605,0.612,0.356,0.0851
Get Me Home - Album Version (Edited),Foxy Brown,26,1/1/03,0.776,0.492,0.121,0.172
Killing Me Softly With His Song,Fugees,55,25/3/03,0.765,0.437,0.0267,0.167
What's So Different?,Ginuwine,38,16/3/99,0.798,0.616,0.00941,0.0637
So Anxious,Ginuwine,58,16/3/99,0.733,0.395,0.279,0.468
None Of Ur Friends Business,Ginuwine,44,16/3/99,0.83,0.414,0.243,0.627
No. 1 Fan,Ginuwine,27,16/3/99,0.773,0.627,0.395,0.305
Pony,Ginuwine,61,8/10/96,0.545,0.647,0.0068,0.503
Tell Me Do U Wanna,Ginuwine,40,8/10/96,0.843,0.371,0.188,0.0956
I'll Do Anything/I'm Sorry,Ginuwine,37,8/10/96,0.833,0.675,0.177,0.0955
When Doves Cry,Ginuwine,40,8/10/96,0.806,0.552,0.0269,0.1
A Thin Line Between Love & Hate (feat. Shirley Murdock),H-Town,0,9/2/96,0.549,0.446,0.536,0.0442
Just Got Paid - Single Version,Johnny Kemp,48,1979,0.794,0.783,0.0157,0.109
Rock Steady,The Whispers,53,1987,0.927,0.832,0.0139,0.0394
Don't Wanna Fall in Love,Jane Child,49,1989,0.708,0.681,0.0152,0.0373
On Our Own,Bobby Brown,46,16/6/89,0.659,0.899,0.0035,0.0629
Motownphilly,Boyz II Men,57,30/4/91,0.754,0.857,0.0143,0.278
Crush On You,The Jets,43,1/1/98,0.777,0.834,0.0209,0.0446
Step by Step,New Kids On The Block,61,31/5/90,0.787,0.63,0.0274,0.161
Girl's Got It Goin' On,Michael Cooper,4,1989,0.723,0.91,0.16,0.347
Giving You The Benefit,Pebbles,31,1/1/90,0.706,0.8,0.144,0.0998
Girl Don't Make Me Wait,The Whispers,9,1/1/90,0.578,0.827,0.0101,0.155
She,The Jacksons,14,28/5/89,0.788,0.793,0.188,0.345
Dangerous,Michael Jackson,56,13/11/91,0.943,0.708,0.025,0.0846
You Got It (The Right Stuff),New Kids On The Block,54,2/9/88,0.788,0.522,0.0126,0.0671
Mamacita,Troop,26,24/5/88,0.756,0.57,0.0532,0.0559
'Round And 'Round (Merry Go 'Round Of Love),Guy,24,1/1/88,0.834,0.53,0.023,0.172
Private Passion,Jeff Lorber,11,1986,0.674,0.922,0.0281,0.0342
Mary Mack,Babyface,12,7/10/86,0.733,0.808,0.109,0.0214
Innocent,The Whispers,22,1/1/90,0.751,0.601,0.00823,0.0651
Just What I Like,Michael Cooper,7,1989,0.722,0.836,0.151,0.393
Dial My Heart,The Boys,26,1/1/02,0.723,0.695,0.014,0.0258
Hey Girl,Levert,13,16/10/90,0.719,0.432,0.0214,0.0892
Someday,Mariah Carey,30,4/12/01,0.685,0.874,0.165,0.0189
She's Playing Hard To Get,Hi-Five,42,10/8/92,0.518,0.807,0.00768,0.271
If It Isn't Love,New Edition,57,1/1/88,0.588,0.856,0.0915,0.365
Close To You,Maxi Priest,48,1/1/08,0.762,0.646,0.0105,0.0406
Don't Be Cruel,Bobby Brown,49,1/1/88,0.775,0.719,1.32E-04,0.2
Black or White,Michael Jackson,66,13/11/91,0.518,0.9,0.172,0.0713
I Know What You Need,R. Kelly,18,13/1/92,0.773,0.668,0.0204,0.0522
Heat Of The Moment,After 7,34,1/1/89,0.693,0.733,0.0571,0.205
Good Ol' Days,Levert,18,1993,0.651,0.753,0.216,0.105
I Love Your Smile,Shanice,0,14/3/99,0.72,0.804,0.012,0.143
You're So Cold,Mariah Carey,35,17/9/91,0.733,0.785,0.043,0.113
Crazy,The Boys,0,29/5/09,0.793,0.755,0.00997,0.426
Do You Everynite,Joe Public,7,1992,0.726,0.802,0.0133,0.0924
Lean on Me - Re-Recorded,Club Nouveau,9,1/1/11,0.737,0.628,0.00501,0.0665
Girlfriend - Single Version,Pebbles,42,1/1/00,0.963,0.822,0.475,0.17
Kiss You Back - Single Version,Digital Underground,0,10/6/03,0.845,0.648,0.0386,0.223
It's Gonna Be Alright (feat. Charlie Wilson),Aaron Hall,24,30/6/92,0.756,0.593,0.00315,0.102
New Jack Swing II - Hard Version,Wreckx-N-Effect,19,1/1/92,0.908,0.901,0.147,0.266
Electric Chair,Prince,32,20/6/89,0.549,0.744,0.0787,0.0892
Criticize - Single Edit,Alexander O'Neal,1,17/12/12,0.71,0.811,0.187,0.267
Facts of Love,Jeff Lorber,33,1986,0.752,0.751,0.0642,0.278
Go Ill,Vanilla Ice,15,1/1/90,0.825,0.892,0.00796,0.0381
The Boy Is Mine,Brandy,66,29/5/98,0.704,0.707,0.539,0.318
Have You Ever,Brandy,60,29/5/98,0.698,0.533,0.542,0.333
"I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte) - Remix",Brandy,56,28/3/05,0.893,0.433,0.33,0.395
Sittin' Up In My Room,Brandy,51,14/11/95,0.796,0.515,0.245,0.0515
Top of the World (feat. Mase),Brandy,50,29/5/98,0.839,0.621,0.00301,0.105
Full Moon,Brandy,57,25/2/02,0.611,0.654,0.372,0.0926
I'm Ready,Tevin Campbell,38,20/12/05,0.684,0.687,0.0631,0.0601
Shhh,Tevin Campbell,21,20/12/05,0.547,0.59,0.171,0.0391
Alone with You,Tevin Campbell,46,1991,0.593,0.479,0.17,0.0732
Tell Me What You Want Me to Do,Tevin Campbell,43,1991,0.609,0.551,0.0233,0.234
Round and Round - Soul Mix Edit,Tevin Campbell,36,1991,0.79,0.591,0.00335,0.0338
Confused,Tevin Campbell,26,1991,0.532,0.53,0.0514,0.136
How Do You Want It,2Pac,66,13/2/96,0.763,0.84,0.0346,0.0601
2 Of Amerikaz Most Wanted,2Pac,62,13/2/96,0.856,0.904,0.0253,0.0537
I Ain't Mad At Cha,2Pac,58,13/2/96,0.749,0.679,0.0177,0.406
So Many Tears,2Pac,0,1/1/95,0.897,0.606,0.0171,0.0756
Dear Mama,2Pac,6,1/1/95,0.775,0.535,0.349,0.14
Keep Ya Head Up,2Pac,1,16/2/93,0.634,0.734,0.156,0.45
I Get Around,2Pac,8,16/2/93,0.846,0.42,0.152,0.251
Hail Mary,2Pac,42,7/10/03,0.865,0.705,0.0594,0.0654
Toss It Up,2Pac,26,7/10/03,0.809,0.808,0.0808,0.347
California Love - Original Version,2Pac,2,1/1/98,0.761,0.835,0.031,0.387
Wonderful,Ja Rule,3,1/1/04,0.663,0.777,0.277,0.0466
New York,Ja Rule,1,1/1/04,0.547,0.795,0.253,0.0775
Caught Up,Ja Rule,1,1/1/04,0.762,0.711,0.037,0.122
Thug Lovin',Ja Rule,44,1/1/02,0.765,0.68,0.142,0.6
Mesmerize,Ja Rule,61,1/1/02,0.769,0.646,0.0566,0.406
Murder Reigns,Ja Rule,51,1/1/02,0.519,0.606,0.0165,0.115
Livin' It Up,Ja Rule,2,29/10/01,0.873,0.765,0.0575,0.0498
Down A** B**ch,Ja Rule,1,29/10/01,0.482,0.647,0.338,0.0976
I'm Real - Murder Remix,Ja Rule,1,29/10/01,0.685,0.652,0.419,0.0838
Put It On Me,Ja Rule,0,29/10/01,0.573,0.85,0.0317,0.0521
Between Me & You,Ja Rule,1,1/1/00,0.818,0.883,0.0202,0.243
You,Lloyd,3,1/1/07,0.412,0.876,0.102,0.297
Southside,Lloyd,1,1/1/04,0.687,0.404,0.377,0.0813
Get It Shawty - Main,Lloyd,1,1/1/07,0.822,0.905,0.123,0.0496
Age Ain't Nothing But a Number,Aaliyah,38,24/5/94,0.555,0.532,0.139,0.308
At Your Best (You Are Love),Aaliyah,37,24/5/94,0.622,0.463,0.735,0.0911
Street Thing,Aaliyah,27,24/5/94,0.375,0.504,0.0551,0.225
Old School,Aaliyah,26,24/5/94,0.574,0.46,0.764,0.372
One In A Million,Aaliyah,0,1/1/07,0.744,0.502,0.0298,0.111
Try Again,Aaliyah,6,1/1/07,0.783,0.58,0.0817,0.0831
Are You That Somebody,Aaliyah,41,26/2/14,0.852,0.658,0.161,0.0999
I Don't Wanna,Aaliyah,0,12/2/03,0.706,0.522,0.546,0.276
More Than A Woman,Aaliyah,3,1/1/07,0.628,0.62,0.0739,0.105
Happily Ever After,Case,0,27/5/14,0.749,0.616,0.172,0.0512
Touch Me Tease Me,Case,0,27/5/14,0.572,0.757,0.286,0.1
