track_name,track_artist,track_popularity,track_album_release_date
Do I,Alice Smith,21,28/6/05
Loves Comes and Goes,Lee Fields & The Expressions,14,22/11/11
Deliciously Down,Cree Summer,16,20/4/99
Stone Rollin',Raphael Saadiq,34,25/3/11
I Swear,Ledisi,16,1/1/14
Never Give You Up,Raphael Saadiq,38,12/9/08
Going In Circles,Myron & E,0,1/7/13
Move On Up,The Dynamics,0,29/6/05
This Thing,D'Nell,0,14/2/11
Woman,Neneh Cherry,58,1/1/96
Clean the House,Fat Freddy's Drop,0,24/6/13
Sometimes It Hurts,Dojo Cuts,48,16/4/12
Afro Blue,Robert Glasper,52,1/1/12
Carry This,Y'Akoto,20,22/8/14
Tamba - Radio Version,Y'Akoto,17,19/8/11
Lost,Kellylee Evans,0,23/2/10
I Don't Think I Want to Know,Kellylee Evans,4,1/1/06
A Change Is Gonna Come,Leela James,43,27/6/05
I've Been Thinking - feat. Cat Power,Handsome Boy Modeling School,2,1/9/04
Cold Tears,AM & Shawn Lee,35,16/6/15
Wild Side,Cross My Heart Hope To Die,0,2/4/13
Wilhelm Scream,The Bamboos,6,1/1/12
Nothing Matters,Christian Gregory,0,19/8/14
How Do I Let a Good Man Down?,Sharon Jones & The Dap-Kings,28,27/6/05
This Girl (feat. Kylie Auldist),Cookin' On 3 Burners,4,1/7/05
Baltimore,Jazmine Sullivan,27,10/7/15
Stepping Stone,Duffy,50,30/6/05
Disciples,Stee Downes,0,20/10/08
Two Steps,Alice Russell,8,17/11/08
Howlin' for You,Kylie Auldist,9,4/7/05
Soul Revelation,Nicola Conte,12,16/4/14
Free Souls,Nicola Conte,22,16/4/14
I'm Not The One,The Black Keys,40,18/10/10
Got It Bad,LEISURE,4,1/5/15
Season's Trees (feat. Norah Jones),Danger Mouse,37,16/5/11
Ann Wants to Dance,Papooz,1,22/6/15
This Ain't Love,Joss Stone,33,31/7/15
Cut the Line,Joss Stone,25,31/7/15
Stand In The Way (Of Love),Timothy Bloom,20,13/10/14
Fool's Gold,Jill Scott,42,24/7/15
yes,Musiq Soulchild,43,3/5/11
single,Musiq Soulchild,23,3/5/11
until,Musiq Soulchild,31,24/11/08
Girl Next Door,Musiq Soulchild,35,1/1/00
Just Friends (Sunny),Musiq Soulchild,57,1/1/00
143,Musiq Soulchild,33,1/1/00
Silky Soul,Maze,0,25/8/09
Little Things - Main,India.Arie,39,24/9/02
Talk To Her,India.Arie,35,24/9/02
Slow Down,India.Arie,27,24/9/02
The Truth,India.Arie,46,24/9/02
Get It Together,India.Arie,48,24/9/02
Headed In The Right Direction,India.Arie,27,24/9/02
Window Seat,Erykah Badu,56,30/3/10
"Gone Baby, Don't Be Long",Erykah Badu,47,30/3/10
On & On,Erykah Badu,49,11/2/97
Other Side Of The Game,Erykah Badu,35,11/2/97
Certainly,Erykah Badu,30,11/2/97
Honey,Erykah Badu,0,26/2/08
Bag Lady,Erykah Badu,53,31/10/00
Can't Take My Eyes Off Of You,Ms. Lauryn Hill,1,25/8/98
Ex-Factor,Ms. Lauryn Hill,3,25/8/98
Everything Is Everything,Ms. Lauryn Hill,1,25/8/98
Mr. Intentional - Live,Ms. Lauryn Hill,40,7/5/02
Another Love,Alice Smith,0,19/3/13
Doo Wop (That Thing),Ms. Lauryn Hill,7,25/8/98
When It Hurts so Bad,Ms. Lauryn Hill,0,25/8/98
Nothing Even Matters,Ms. Lauryn Hill,1,25/8/98
Arroz Con Pollo,Maxwell,0,30/6/98
The Urban Theme,Maxwell,38,2/4/96
Sumthin' Sumthin',Maxwell,55,2/4/96
Ascension (Don't Ever Wonder),Maxwell,65,2/4/96
Dancewitme,Maxwell,36,2/4/96
Green Light (feat. André 3000),John Legend,57,27/10/08
No Other Love (feat. Estelle),John Legend,46,27/10/08
Good Morning,John Legend,46,27/10/08
Let's Get Lifted,John Legend,0,26/10/04
Used To Love U,John Legend,0,26/10/04
Save Room,John Legend,0,28/10/08
Heaven,John Legend,0,28/10/08
So High,John Legend,0,28/10/08
Each Day Gets Better,John Legend,0,28/10/08
P.D.A. (We Just Don't Care),John Legend,0,28/10/08
Another Again,John Legend,0,28/10/08
Shine,John Legend,30,17/9/10
U Do It For Me,Algebra Blessett,0,26/2/08
Run and Hide,Algebra Blessett,0,26/2/08
My Pride,Algebra Blessett,0,26/2/08
Tug of War,Algebra Blessett,0,26/2/08
Bulletproof,Raheem DeVaughn,30,26/2/10
Guess Who Loves You More,Raheem DeVaughn,47,27/6/05
Until,Raheem DeVaughn,21,27/6/05
I Don't Care,Raheem DeVaughn,9,23/4/10
Mo Better,Raheem DeVaughn,5,25/8/08
Prototype,OutKast,1,23/9/03
Lady - Radio Edit,D'Angelo,2,1/1/08
Cruisin' - Radio Edit,D'Angelo,4,1/1/08
Me And Those Dreamin' Eyes Of Mine - Radio Edit,D'Angelo,1,1/1/08
Smooth,D'Angelo,4,1/1/08
I Found My Smile Again,D'Angelo,3,1/1/08
Girl You Need A Change Of Mind,D'Angelo,0,1/1/08
Can't Hide Love - Live,D'Angelo,8,1/1/08
Send It On,D'Angelo,3,1/1/08
Feel Like Makin' Love,D'Angelo,2,1/1/08
Jonz In My Bonz,D'Angelo,0,3/7/95
When We Get By,D'Angelo,0,3/7/95
Be Here,Raphael Saadiq,47,1/1/02
Still Ray,Raphael Saadiq,50,1/1/02
Excuse Me,Raphael Saadiq,34,1/1/02
So In Love - feat. Anthony Hamilton,Jill Scott,53,21/6/11
Daydreamin',Lupe Fiasco,17,30/1/07
Good Morning Heartache,Chris Botti,17,30/1/07
8 Minutes to Sunrise,Common,15,30/1/07
Sometimes I Wonder,Darius Rucker,10,30/1/07
Love Rain - (Coffee Shop Mix),Mos Def,16,30/1/07
Come See Me,Jill Scott,25,25/9/07
Whenever You're Around,Jill Scott,36,25/9/07
Wanna Be Loved,Jill Scott,33,25/9/07
I'm Not Afraid,Jill Scott,26,31/8/04
Golden,Jill Scott,53,31/8/04
Talk to Me,Jill Scott,25,31/8/04
Family Reunion,Jill Scott,31,31/8/04
Gettin' In the Way,Jill Scott,42,18/7/00
Magnolia's Room,Anthony Hamilton,16,3/4/07
"Cornbread, Fish & Collard Greens",Anthony Hamilton,47,15/7/03
Always on My Mind,Brandy,33,16/6/05
Collard Greens & Cornbread,Fantasia,36,20/8/10
Ordinary,Wayne Brady,25,1/1/08
Best Of Me,Chrisette Michele,28,1/1/07
Happy Feelin's,Ledisi,0,25/8/09
Think Of You,Ledisi,32,1/1/07
Foreplay,Jalen Santoy,66,7/7/16
Ain't Nothing Changed,Loyle Carner,60,20/1/17
Stay,Mac Miller,67,16/9/16
Elusive,blackwave.,53,9/10/17
Hands Up!,blackwave.,30,12/5/17
Call It Love,Summers Sons,31,6/8/18
Talk Is Cheap,Nick Murphy / Chet Faker,61,14/4/14
Dang! (feat. Anderson .Paak),Mac Miller,75,16/9/16
Ode To Nujabes,Funky DL,0,21/3/11
Write This Down (feat. Nieve),SoulChef,46,17/11/10
Laid Back,Academics,31,16/2/09
That's Just Me,blackwave.,38,12/5/17
Thoughts (feat. Sam Ock & J. Han),Mickey Cho,36,31/3/13
Rock the House,Gorillaz,52,28/2/02
I Fall in Love Too Easliy,Caleb Belkin,62,16/7/17
Stronger Than Me,Amy Winehouse,5,30/10/15
Odyssey (feat. Elz),Coops,48,2/6/14
SpottieOttieDopaliscious,OutKast,60,29/9/98
Fabrics,Felly,3,4/5/14
Atomz,Trinix,1,19/10/15
Bluebird,One Self,50,27/6/05
On & On,Erykah Badu,67,1/1/97
Damselfly,Loyle Carner,65,20/1/17
Yesterday,Atmosphere,56,22/4/08
No Stoppin This (feat. Sparkz & Truthos Mufasa),The Mouse Outfit,29,12/3/15
Opinions,Gabri V,13,30/12/19
You Dont Need Me,Granata,43,21/5/16
Slow,Animate Objects,16,1/1/08
Swangin',blackwave.,37,23/2/18
Wet Dreamz,J. Cole,78,9/12/14
Wanna Remind You,Dizzy Wright,37,17/4/17
Elevator,Marcus D,32,6/9/16
The Waitress Song,Seth Sentry,17,30/6/05
GoodEnough,blackwave.,49,12/10/18
Plenty,Guru's Jazzmatazz,44,1/1/00
Blue (feat. Benaddict & Marcelo Gallo),Gas Lab,17,8/3/17
Photosynthesis,Saba,70,27/10/16
Got Me Thinkin' (feat. Sparkz),The Mouse Outfit,46,20/5/13
Change,J. Cole,2,9/12/16
Ladders,Mac Miller,76,3/8/18
New Day,Abstract Orchestra,45,23/2/18
That Jazz,Coops,43,27/4/18
Life's Good,Ehennuhsen,32,16/8/18
Weekend (feat. Miguel),Mac Miller,77,18/9/15
These Days,Manwolves,53,6/8/16
Roses,OutKast,3,23/9/03
We Ain't Feeling Time,FKJ,56,2/3/17
Black Birds,ArtOfficial,31,5/11/11
PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),Rejjie Snow,39,10/5/17
No Diggity,Nick Murphy / Chet Faker,57,9/3/12
Non Planned Holiday,Prume,21,6/5/16
All I Want,Dafuniks,44,19/7/09
Whasgood?!,blackwave.,40,8/6/18
Appletree,Erykah Badu,59,1/1/97
Nobody's Perfect,Anti Lilly,49,21/8/17
Brown Sugar,D'Angelo,59,3/7/95
You Know I'm No Good,Amy Winehouse,73,1/1/06
14 Til,Anti-Lilly & Phoniks,46,24/4/14
Love,The Globetroddas,0,1/3/13
Beautiful Escape,Tom Misch,65,28/8/15
Blue in Green,Anti-Lilly & Phoniks,45,24/4/14
Keep It Jazzy,Exact Change Project,26,18/9/12
BOATS. - Based On A True Story,Darrell Cole,36,9/6/17
Waiting,FKJ,54,21/7/14
Electric Relaxation,A Tribe Called Quest,0,26/10/99
Next Levels,King Geedorah,51,17/6/03
If You Wouldn't Mind,2nd Exit,0,27/5/16
Dead Calm,Peebs The Prophet,32,8/4/15
See You Leave,RJD2,52,8/10/13
Down 75 (Intermission) [feat. Juran Ratchford],James Lewis,9,28/9/17
Ms. Jackson,OutKast,77,31/10/00
It’s Like That,Guts,41,8/9/14
Vanessa From Venezuela,3582,39,6/10/03
Telltale,Cultivo,20,6/12/19
Problem Solver (feat. Adad),Awon,42,26/10/15
Another Beautiful Day,Felly,0,4/5/14
Nothin' At All (feat. Skoolie 300),Chuuwee,54,1/3/14
Equality,Afu-Ra,44,24/10/00
They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,60,26/5/92
Brains,Jam Baxter,42,9/7/12
Skin,Mac Miller,62,16/9/16
"Girl, Interrupted",2xxx!,45,28/11/17
Sit Back (feat. Truthos Mufasa & Black Josh),The Mouse Outfit,47,20/5/13
Let Nas Down,J. Cole,56,14/6/13
Never Stop Loving You Ft. Terrace Martin & Talib Kweli,9th Wonder,24,27/9/11
Sketches of Pain,Audible Mainframe,0,10/11/13
BIG Dreams,blackwave.,41,12/5/17
Life in the Balance,The Four Owls,44,5/12/11
Blaze It up (feat. Sparkz),The Mouse Outfit,46,20/5/13
Rest in Pedals,Granata,36,6/7/16
Bag Uh Weed,Ehennuhsen,17,19/4/19
The High Way,Fliptrix,45,12/12/12
"Ease My Mind - Feat. Tre Hardson, Fat Lip & Omni",Jazz Liberatorz,46,21/1/08
Why iii Love The Moon.,Phony Ppl,64,13/1/15
Grey Luh,Berhana,65,21/7/16
It's A Shame,Isaiah Sharkey,32,18/9/17
Bae City Rollaz,Yung Bae,48,18/7/14
YEBISU - Yung Bae Edit,Yung Bae,50,18/7/14
Fly with Me,Yung Bae,43,18/7/14
I Want Cha Back,Yung Bae,40,4/8/16
Magic,Yung Bae,38,24/2/17
I Can Tell,Yung Bae,46,24/2/17
Selfish High Heels (feat. Macross 82-99 & Harrison),Yung Bae,51,27/11/17
I Miss You (feat. Roman),Macross 82-99,40,21/10/15
Perfect Blue,Macross 82-99,41,21/10/15
Fun Tonight,Macross 82-99,52,21/10/15
Miss Macross,Macross 82-99,49,21/10/15
Sailor Team,Macross 82-99,40,21/10/15
Dance!,Macross 82-99,36,10/3/17
Cherry (feat. Night Tempo & Punipunidenki),Macross 82-99,31,10/3/17
Horsey (feat. Sarah Bonito),Macross 82-99,47,10/3/17
Sakura (feat. Punipunidenki & Le Real),Macross 82-99,28,14/2/18
Aogashima Island!,Macross 82-99,30,14/2/18
Dance?,Night Tempo,22,20/4/17
Love You,Night Tempo,19,20/4/17
ShortCake,Night Tempo,29,20/4/17
Suki? Suki!,Night Tempo,26,20/4/17
Koi,Night Tempo,20,20/4/17
Lovely!,Night Tempo,22,20/4/17
Destiny,Night Tempo,21,20/4/17
Keep On,Night Tempo,16,20/4/17
Love Me Like You Do,Night Tempo,30,20/4/17
Reversible Love,Night Tempo,22,20/4/17
Shimasyou! (Do It!),Night Tempo,21,20/4/17
Catch!,Night Tempo,38,3/11/17
Better Days,Night Tempo,30,28/9/18
Usagi Funk,Night Tempo,30,2/7/17
Starlight Girl,Night Tempo,23,20/5/18
Small City,Future Girlfriend 音楽,0,8/2/16
crazy Nights 狂気夜,Future Girlfriend 音楽,0,8/2/16
Pink Dance ピンクのダンス,Future Girlfriend 音楽,0,8/2/16
Older Girl,1986 Omega Tribe,33,23/7/86
君は1000%,1986 Omega Tribe,45,23/7/86
You Belong to Him,1986 Omega Tribe,33,23/7/86
Ipanema Rain,1986 Omega Tribe,18,4/2/87
Counterlight,1986 Omega Tribe,25,4/2/87
Crystal Night,1986 Omega Tribe,29,4/2/87
Super Chance,1986 Omega Tribe,37,4/2/87
Phoenix,1986 Omega Tribe,33,4/2/87
Lady Free,1986 Omega Tribe,24,4/2/87
贅沢な罠,LUCKY TAPES,32,6/7/16
レイディ・ブルース,LUCKY TAPES,44,6/7/16
Boogie Nights,LUCKY TAPES,38,6/9/17
Hollywood,LemKuuja,0,30/6/18
Keep On Baby!,LemKuuja,0,30/6/18
November,LemKuuja,0,30/6/18
Things That You Do,LemKuuja,0,30/6/18
Let's Go Out Somewhere,LemKuuja,0,30/6/18
Ai じゃ ない,LemKuuja,0,30/6/18
Golden Funky Groove,LemKuuja,0,30/6/18
ストーカー,LemKuuja,0,30/6/18
Night Cruise,T-SQUARE,0,8/7/15
Blatant Plagiarism,GHOST DATA,0,18/4/17
マシュ・ケ・ナダ,Pink Martini,30,7/10/11
ラビリンス - Album Mix,Mondo Grosso,39,6/6/17
惑星タントラ,Mondo Grosso,39,6/6/17
春はトワに目覚める - Ver.2,Mondo Grosso,30,6/6/17
TIME,Mondo Grosso,35,6/6/17
Sukiyaki,Kyu Sakamoto,51,1/1/10
I Thought It Was You (with Herbie Hancock),Kimiko Kasai,37,1/6/05
Butterfly (with Herbie Hancock),Kimiko Kasai,20,1/6/05
カナディアン・ララバイ,Junko Ohashi,27,15/6/05
シンプル・ラブ,Junko Ohashi,37,15/6/05
サファリ・ナイト,Junko Ohashi,25,15/6/05
Sweet Love,Junko Ohashi,47,20/6/05
恋に溺れて -Crazy About You-,Junko Ohashi,30,20/6/05
男と女,Junko Ohashi,40,20/6/05
たそがれマイ・ラブ,Junko Ohashi,36,1/1/03
I'm in Love,Tomoko Aran,38,5/6/05
Midnight Pretenders,Tomoko Aran,39,5/6/05
Body to Body,Tomoko Aran,23,5/6/05
ひと夏のタペストリー,Tomoko Aran,30,5/6/05
Voce é Bossanova,Taeko Onuki,22,22/5/13
春の手紙,Taeko Onuki,25,14/4/10
Konuka Ame,Ginji Ito,9,2/7/05
Misty Night Cruising,オメガトライブ,28,18/5/11
ガラスのPALM TREE,オメガトライブ,35,11/12/85
君のハートはマリンブルー,オメガトライブ,26,21/3/84
Riverside Hotel,オメガトライブ,32,21/12/84
Summer Suspicion,オメガトライブ,40,21/9/83
Midnight Down Town,オメガトライブ,37,21/9/83
Futari No Natsu Monogatari Never Ending Summer,オメガトライブ,35,1/7/85
Dear Breeze,オメガトライブ,45,1/7/85
Samishii Nettaigyo (Bonus Track) - Remastered 2013,Wink,0,1/12/89
愛が止まらない ~Turn It Into Love~,Wink,43,17/6/05
Sexy Music [Bonus Track] (Remastered 2013),Wink,31,11/7/90
River's Island,Kiyotaka Sugiyama,40,21/3/84
Crush,Beckett,37,24/12/16
ESCAPE,So Arakawa,26,21/9/16
TOKYO GIRL,Minako Honda,22,21/10/11
SHADOW CITY,Akira Terao,32,5/4/81
Plastic Love,リアムMAZE1981,50,2/5/18
숙녀 (淑女) Lady,Yubin,17,5/6/18
Playing Games,Miki J,0,9/10/17
Weekend,Yukihiro Takahashi,0,18/3/09
渚・モデラート,Masayoshi Takanaka,24,7/6/05
Know,Syd,44,3/2/17
Words Don’t Come Easy,Mamamoo,46,26/2/16
Jungle,H.E.R.,49,9/9/16
"Shadow Man (feat. Phoelix, Smino & Saba)",Noname,61,12/8/16
Transform (feat. Charlotte Day Wilson),Daniel Caesar,58,25/8/17
Icarus,Kojey Radical,30,1/9/17
Ghost,Lianne La Havas,45,31/7/15
No One Knows,Brent Faiyaz,49,20/9/16
Never Call Me,Jhené Aiko,0,22/9/17
All Bad,JID,0,10/3/17
Backwood,Ari Lennox,0,21/10/16
GOAT,Ari Lennox,0,21/10/16
First World Problemz / Nobody Carez,Brent Faiyaz,52,13/10/17
Red Clay,Charlotte Dos Santos,2,21/6/17
Nuestro Planeta (feat. Reykon),Kali Uchis,0,25/8/17
Childsplay,IAMDDB,0,23/12/16
Sugar Don't Be Sweet,Jaz Karis,39,18/10/17
Teenage Fantasy,Jorja Smith,2,5/6/17
Breathing Underwater,Hiatus Kaiyote,47,1/5/15
Tears Dry On Their Own,Amy Winehouse,12,1/1/06
Ex-Factor,Ms. Lauryn Hill,14,25/8/98
Penthouse Cloud,The Internet,45,26/6/15
Back to Me,Moonchild,49,27/4/12
The List,Moonchild,50,26/5/17
Table For Two,Elli Ingram,0,15/9/17
Before The Funeral,Elli Ingram,0,15/9/17
Without You,Anderson .Paak,45,15/1/16
Ur Highness,IAMDDB,0,23/12/16
Melt My Heart to Stone,Adele,57,28/1/08
Soldier,Erykah Badu,15,3/3/08
Tokyo,Lianne La Havas,46,31/7/15
Stand Tall,Childish Gambino,1,2/12/16
West,River Tiber,0,28/7/17
Work,Charlotte Day Wilson,0,28/7/17
Doubt,Charlotte Day Wilson,51,15/11/17
In Your Eyes (feat. Charlotte Day Wilson) [Nosaj Thing Remix],BADBADNOTGOOD,38,26/7/17
Take Me There,A l l i e,23,21/7/17
Higher,Rihanna,1,28/1/16
Baby Boy,Childish Gambino,1,2/12/16
She's Mine Pt. 1,J. Cole,1,9/12/16
I Know You Know,Esperanza Spalding,3,1/1/08
Sweet Life,Frank Ocean,58,1/1/12
St. Tropez,J. Cole,61,9/12/14
Now,Miguel,48,1/12/17
All over You,LEISURE,2,21/10/16
Still,Yazmin Lacey,31,16/6/17
A Mother Lost,Yazmin Lacey,40,16/6/17
Move On,Faye Meana,16,4/3/17
Sango,OSHUN,44,22/4/15
Fine Lines,Jorja Smith,55,8/9/17
Rocket Science,Joyce Wrice,46,15/11/16
Multi-Love,Unknown Mortal Orchestra,64,26/5/15
James Joint,Rihanna,0,28/1/16
Honest,Koji.,43,26/11/17
Crossfire / So Into You,Nai Palm,54,20/10/17
Helpless - Interlude,MALIA,21,19/12/17
Self Control,Frank Ocean,74,20/8/16
Lost,Frank Ocean,68,1/1/12
Doors Closing,Moonchild,31,26/5/17
This Love,Kadhja Bonet,34,12/2/16
Something In The Way,Jorja Smith,4,17/11/16
Bloom,bLAck pARty,61,14/10/16
Remember the Rain,Kadhja Bonet,45,21/7/15
Nobody Other,Kadhja Bonet,35,21/10/16
*Low End Theory,"Saturn, Alexander",4,7/12/17
Don't Pretend,Faye Meana,17,4/3/17
Great Dane,Cosmo Pyke,55,24/2/17
Vibin' Out with ((( O ))),FKJ,66,2/3/17
More Life,Burna Boy,53,26/1/18
Good Love,Qendresa,14,16/10/17
I Am,Jorja Smith,3,9/2/18
Burn,OSHUN,26,3/11/17
Holy,Jamila Woods,49,15/8/17
Lonely (feat. Lorine Chia),Jamila Woods,39,15/8/17
Stellar,Jamila Woods,49,15/8/17
Will You Still Love Me Tomorrow? - 2011,Amy Winehouse,62,1/1/11
Just Friends (Sunny),Musiq Soulchild,47,14/11/00
Nothing Even Matters,Ms. Lauryn Hill,6,25/8/98
90 Degrees,Yazmin Lacey,46,16/3/18
Forbidden Fruit,Nicole Chambers,0,26/1/18
Joromi,Simi,36,11/8/17
My World,OSHUN,43,6/4/18
Coming Home - Interlude,Kali Uchis,50,6/4/18
Summers Over Interlude,Drake,57,6/5/16
Shame,Freddie Gibbs,26,3/6/14
Don't Judge Me,Janelle Monáe,47,27/4/18
Hot Butter,Nathy Peluso,52,6/4/18
Feel Like A Fool,Kali Uchis,53,6/4/18
Daddy's Got You,Sunny Hawkins,4,29/6/05
Who,Sean C. Johnson,17,3/4/12
I'm So Glad,Jamie Jones,0,28/6/05
Push Myself,Adrianne Archie,7,1/1/06
Why Does It Take,Jamie Jones,0,28/6/05
Summer Dayz,Jamie Jones,0,28/6/05
Love U Show,Jamie Jones,0,28/6/05
No Ordinary Love (feat. Lisa McClendon),Rawsrvnt,0,1/3/11
Also,Adrianne Archie,4,29/9/09
What A Fellowship,Adrianne Archie,8,1/1/06
Aingonlechugo,Adrianne Archie,5,1/1/06
Take It,Adrianne Archie,10,1/1/06
Extra Credit,Adrianne Archie,2,29/9/09
Souls Got Saved,Adrianne Archie,3,29/9/09
No Never,Sean C. Johnson,25,3/4/12
Well Done,Sean C. Johnson,19,17/7/09
Faithful,Sean C. Johnson,17,17/7/09
Surrender All,Sean C. Johnson,21,3/4/12
What A Friend,Sean C. Johnson,14,17/7/09
5 O'clock,Sean C. Johnson,13,17/7/09
You Are Holy,Lisa McClendon,0,10/10/06
N.F.L (New Found Love),Da' T.R.U.T.H.,3,9/2/11
With You,J.R.,3,9/2/11
Send Me I'll Go,Sunny Hawkins,5,29/6/05
Where Would I Be,Sunny Hawkins,5,29/6/05
You're Everything,Sunny Hawkins,4,29/6/05
Still Alive,Lisa McClendon,0,21/5/02
Without You,Sandra Stephens,2,31/3/09
But God,Isaac Carree,0,25/6/13
Everything,Claude Deuce,4,3/2/09
Holyghost Gyrl,Claude Deuce,3,14/7/09
Come Home (feat. Pastor Claude and Regina Harris),Claude Deuce,2,14/7/09
Isle of You,Christon Gray,29,10/7/11
Gray's Conclusion,Christon Gray,11,10/7/11
The Only One - Remix,Antonio Neal,3,1/1/06
You Don't Know,Antonio Neal,4,1/1/05
Great Jehovah,Soul (Mo Henderson's Group),3,1/1/06
So Into You,Antonio Neal,3,1/1/06
Steppin',Antonio Neal,6,1/1/06
Trippin',Canton Jones,8,27/6/05
Like Daddy,Lavie,1,21/6/13
Been so Good,Lavie,1,21/6/13
Stop and Think (feat. Adrianne Archie & I Am Franklin),Sean C. Johnson,17,3/4/12
Molasses,Sean C. Johnson,18,3/4/12
No One,Dave Hollister,5,27/6/06
Who Would've Thought,Green Tea,0,24/9/08
Y.O.U - Feat. Ab,Green Tea,1,24/9/08
Not Right Now,Green Tea,0,24/9/08
Heavenly Father,PJ Morton,12,22/3/06
Speak Change,Kiyamma,2,12/12/09
Truth,Chris Lewis,0,24/8/10
Moment Divine,Green Tea,1,8/5/12
Never Be the Blame,Green Tea,1,8/5/12
People Be Watchin,Green Tea,0,8/5/12
Come Back,Green Tea,1,9/1/06
Soul Tied,Green Tea,0,9/1/06
Favor of God,Angie Stone,5,25/10/10
Superstar,Tye Tribbett,24,8/6/04
So I,Jamie Jones,0,28/6/05
The Dayz,Jamie Jones,0,28/6/05
Thank U,Jamie Jones,0,28/6/05
Living Water,Travis Greene,28,5/6/12
Pass Me Over,Anthony Hamilton,9,25/10/10
Change,Tunnel Rats,1,1/1/01
You Make Me,Daniel Johnson,10,4/4/11
You Satisfy,Daniel Johnson,8,4/4/11
For My Good,Daniel Johnson,9,4/4/11
Beautiful,Daniel Johnson,8,4/4/11
What A Time,Daniel Johnson,3,4/4/11
I'm With You,Daniel Johnson,4,4/4/11
Message In The Music,Debra Killings,8,17/7/03
Surrender,Debra Killings,7,17/7/03
Show Me How to Love,Debra Killings,3,1/1/08
I Call Your Name,Debra Killings,4,1/1/08
Oh I,Debra Killings,5,17/7/03
Come On,Debra Killings,3,17/7/03
Where Would I Be,Deonna Martin,1,18/12/07
Funny Habit,Deonna Martin,0,18/12/07
Beauty Mark,Deonna Martin,1,18/12/07
In the Morning,Deonna Martin,0,18/12/07
Skin Deep (feat. Ozara Ode' & Insite the Riot),Mahogany Jones,1,4/2/14
Nothing But God,Dave Hollister,14,27/6/06
Amazing,J.R.,5,15/11/05
For Me,J.R.,6,15/11/05
Beautiful Light,J.R.,5,15/11/05
Lord I Need You Now,Cynthia Jones,4,29/8/11
Unconditional,Cynthia Jones,9,29/8/11
Got To Be There,Cynthia Jones,4,29/8/11
Love,Cynthia Jones,4,29/8/11
Live Right,Cynthia Jones,3,29/4/08
Taste & See,Cynthia Jones,1,29/4/08
Hey Now,Lisa McClendon,0,25/6/05
Go,Lisa McClendon,0,25/6/05
Has Anybody Seen Love?,Lisa McClendon,0,25/6/05
More Than A...,Lisa McClendon,0,25/6/05
Breathe,Lisa McClendon,0,25/6/05
Pause (Selah),Lisa McClendon,0,28/4/09
Alright (Song of the Sunrise),Lisa McClendon,0,28/4/09
Now I Get It (The Revelation),Lisa McClendon,0,28/4/09
Manifest ( The Foundation),Lisa McClendon,0,28/4/09
Is It Any Wonder?,Durand Jones & The Indications,55,16/3/18
Redbone,Childish Gambino,5,17/11/16
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,65,1/1/07
UMI Says,Mos Def,55,12/10/99
Just Ain't Gonna Work Out,Mayer Hawthorne,51,1/7/05
Sunflower,Rex Orange County,79,22/3/17
Rocksteady,Remy Shand,34,24/6/05
Doo Wop (That Thing),Ms. Lauryn Hill,16,25/8/98
Dreamworld,Robin Thicke,38,1/1/08
Enjoy Ya Self,Slakah The Beatchild,0,22/9/08
Wake up Everybody (feat. Common & Melanie Fiona),John Legend,54,17/9/10
A Tribe Called Government,Jordan Rakei,4,15/8/14
Save Room,John Legend,8,19/12/06
You Got Me High - Original Version,Calvin Richardson,15,1/1/03
The Walk,Mayer Hawthorne,56,1/1/11
I Wanna Thank Ya - Without Rap,Angie Stone,10,21/6/05
I Used to Love Him,Ms. Lauryn Hill,0,25/8/98
Love Is The Answer,Aloe Blacc,36,1/1/14
Video,India.Arie,60,1/1/01
P.D.A. (We Just Don't Care),John Legend,5,19/12/06
In Love With You,Erykah Badu,51,31/10/00
Used to Love U,John Legend,9,26/6/05
Tyrone,Erykah Badu,39,1/1/10
Killing Me Softly With His Song,Fugees,74,13/2/96
Number One,John Legend,1,26/6/05
Shaclackclack the Puppet,Jordan Rakei,1,15/8/14
Tonight (Best You Ever Had),John Legend,63,6/4/12
Find A Way,Dwele,45,1/1/03
F*** Me Pumps,Amy Winehouse,24,20/10/03
Learn to Fly (feat. Jordan Rakei),FKJ,1,21/7/14
Everyday,Lucy Pearl,51,22/6/05
Turnin' Me Up,BJ The Chicago Kid,64,19/2/16
Stronger Than Me,Amy Winehouse,63,30/10/15
I Found Love,Yarah Bravo,1,30/4/14
Rumours,Ffion,0,22/6/17
Cure,Moonchild,0,21/3/17
The Root,D'Angelo,42,1/1/00
Biggest Joke Of All,Fatima,41,6/7/05
No Other Way,Sinead Harnett,54,1/1/14
Sound & Color,Alabama Shakes,9,21/4/15
What You Don't Do - Tom Misch Remix,Lianne La Havas,55,7/8/15
Rehab,Amy Winehouse,73,1/1/06
Bad Bad News,Leon Bridges,56,13/3/18
Constant Surprises,Little Dragon,0,23/2/08
Loving Is Easy,Rex Orange County,80,11/10/17
I Believe In Love,Jessie J,51,25/5/18
Flow - Remastered,Sade,37,29/4/11
Keep Ya Head Up - Recorded at Spotify Studios NYC,Jhené Aiko,54,28/2/18
Goodie Bag,Still Woozy,45,5/11/17
